id;protocolo;titulo;conteudo;interacao;data;prorrogado;orgao;atendimento;situacao;uf;municipio;poder;esfera;pasta_anexos;nome_anexos
;170223-000035;Câmara dos Deputados;"
Gostaria de saber quando terá a votação da PEC 287/2016?


";Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000035;Câmara dos Deputados;"Sr(a) José Artur dos Santos,

Em atenção ao solicitado, informamos quenão houve votação da PEC 287/2016, porém, no dia 22/02/2017 às 14:00h ocorreu uma Audiência Pública Ordinária na Comissão Especial.

Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/atividade-legislativa/comissoes/comissoes-temporarias/especiais/55a-legislatura/pec-287-16-reforma-da-previdencia
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000054;Câmara dos Deputados;"
Solicito informação de como acessar o PL 2040/2011.


";Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000054;Câmara dos Deputados;"Sr(a) Luciana da Aparecida Soares Meira,

Conforme solicitado, informamos que a proposição 2040/2011encontra-se aguardando parecer-ag devolução relator não membro
Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereçohttp://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=515874, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados


";Resposta do Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000067;Câmara dos Deputados;"

Gostaria de saber do andamento do PL 704/2015.





";Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000067;Câmara dos Deputados;"Sr(a) Fábio Caetano Vieira de Oliveira,



Conforme solicitado, informamos que a proposição PL 704/2015encontra-se aguardando designação de Relator na Comissão de Constituição e Justiça e de Cidadania (CCJC).No dia 08/06/2016, na Comissão de Constituição e Justiça e de Cidadania, Devolvida sem Manifestação.

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=996818, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.



Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,



Câmara dos Deputados





";Resposta do Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000099;Câmara dos Deputados;"

Solicito informações sobre o PL 1562/2015





";Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000099;Câmara dos Deputados;"Sr(a) Julian Kronenberger,



Conforme solicitado, informamos que a proposição PL 1562/2015 encontra-se aguardando Designação de Relator na Comissão de Constituição e Justiça e de Cidadania (CCJC).Foi apresentado o parecer em 2016 más não votado pela comissão

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1279067, ondepoderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000146;Câmara dos Deputados;"

Gostaria do e-mail do deputado Zé Silva (SD/MG).





";Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000146;Câmara dos Deputados;"Sr(a) Luiz Ribeiro da Cunha,



Em atenção ao solicitado, informamos que o e-mail do deputado solicitado édep.zesilva@camara.leg.br.

Para mais informações sobre este parlamentar, acesse o endereço: http://www.camara.leg.br/internet/deputado/Dep_Detalhe.asp?id=5830504



Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000176;Câmara dos Deputados;"

Solicito informação sobre a tramitação do PL 6814/2017.





";Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000176;Câmara dos Deputados;"Sr(a) Rafaela Tavares Ramos,



Conforme solicitado, informamos que a proposição PL 6814/2017,encontra-se Aguardando Criação de Comissão Temporária pela MESA.A última tramitação ocorreu dia 13/02/2017, onde na COORDENAÇÃO DE COMISSÕES PERMANENTES ( CCP ) foi Encaminhada à publicação. Publicação Inicial em avulso e no DCD.

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2122766, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000211;Câmara dos Deputados;"Infelizmente, até o dia de hoje nada foi respondido. Sou sabedor que os Deputados brasileiros, possuem muitas tarefas. Mas, se não for incomodo, gostaria de saber qual o movimento do projeto 5737/2009. Como sou diabético, sei perfeitamente o que se gasta no fim do mês, para adquirir a série de medicamentos. Eu graças a  Deus, ainda posso comprar tais medicamentos (cada vez mais caros), o que mais me preocupa são os milhares de brasileiros  acometidas dessa patologia que não podem comprar tais medicamentos.

atenciosamente

Edison Athaydes da Costa



atenciosamente";Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000211;Câmara dos Deputados;"Boa noite!

Encaminhei a ouvidoria da Câmara solicitando informações em relação ao Projeto 5737/2009. Recebeu o Protocolo nº 170216-000177. Se não for incomodo gostaria de saber o resultado do pedido. 

Atenciosamente

EdisonAthaydesdaCosta";Pedido;2017-02-23;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000211;Câmara dos Deputados;"Sr(a) Edison Athaydes da Costa,



Conforme solicitado, informamos que à proposição PL 5737/2009, apensado ao PL 1217/2007, encontra-se aguardando parecer na Comissão de Finanças e Tributação ( CFT ).

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=444231, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.



Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente, 

Câmara dos Deputados";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170223-000211;Câmara dos Deputados;"Senhor(a) Edison Athaydes da Costa,



A Câmara dos Deputados agradece seu contato.



Em atenção ao solicitado,informamos que sua demanda foi respondida no dia 24/02/2017, conforme pode ser visualizado abaixo, no histórico de sua demanda.



Por meio do canal Fale Conosco (http://www2.camara.leg.br/participe/fale-conosco),você também pode consultar todas as suas solicitações e as respectivas respostas em um único espaço



Atenciosamente,



Câmara dos Deputados



";Recurso - 1º Instância;2017-04-04;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000016;Câmara dos Deputados;"
Gostaria de saber se tem alguma palestra no dia 24/02/2017.


";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000016;Câmara dos Deputados;"Sr(a) Devair Matias de Oliveira,

Em atenção ao solicitado, informamos que no dia 24/02/2017, às 9 horas, está confirmada uma Sessão de debatesno Plenário Ulysses Guimarães.
Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/camaranoticias/noticias/POLITICA/523594-AGENDA-DO-DIA.html
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000017;Câmara dos Deputados;"

Solicitou informação sobre o tramite do PL 5656/2016











";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000017;Câmara dos Deputados;"Sr(a) Geraldo Soares de Sá,



Conforme solicitado, informamos que a proposição PL 5656/2016encontra-se Aguardando Criação de Comissão Temporária pela MESA.

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereçohttp://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2089091, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000027;Câmara dos Deputados;"Olá recebi ontem na minha escola, um email sobre o programa Missão Pedagógica no parlamento, tenho interesse em me inscrever, só que as inscrições já haviam encerrado dia 22/02. Gostaria de saber se não há possibilidade de se inscrever ainda.
Aguardo retorno.";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000027;Câmara dos Deputados;"Prezado Senhor,
Agradecemos por sua participação e interesse.
O programa “Missão Pedagógica no Parlamento” é uma capacitação em educação para democracia destinada a professores, orientadores e coordenadores pedagógicos dos ensinos fundamental e médio de escolas públicas de todo Brasil.
Esta iniciativa visa formar professores comprometidos com a disseminação de práticas educativas para o fortalecimento da democracia, privilegiando a escola como espaço para o aprendizado e a vivência de valores democráticos e de participação cidadã.
É uma satisfação ver nossos esforços reconhecidos, estamos sempre trabalhando para a melhoria de nossos produtos e serviços.
Salientamos que informações sobre este programa e demais ações desenvolvidas pela Câmara dos Deputados podem ser acompanhados pelo http://www2.camara.leg.br/nas opções “Responsabilidade Social” e “Participe”. Além disso, informamos que o “Missão Pedagógica no Parlamento” possui perfil próprio, onde poderá segui-lo no Facebook - facebook.com/missaopedagogica-e manter-se sempre informado. Infelizmente, as inscrições deste ano encontram-se encerradas.
Colocamo-nos sempre à disposição e agradecemos, novamente, o seu contato.
Coordenação de Participação PopularSecretaria de Comunicação Social - Câmara dos Deputados

";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000053;Câmara dos Deputados;"

Solicito informações sobre o PL 2939/2011.





";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000053;Câmara dos Deputados;"Sr(a) Gertrudes Almeida Leite,



Conforme solicitado, informamos que a proposição Pl 2939/2011encontra-se aguardando o Parecer do Relator na Comissão Especial.

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=20529&amp;ord=1, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000054;Câmara dos Deputados;"
Solicito saber a respeito do programa Missão Pedagógica no Parlamento.


";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000054;Câmara dos Deputados;"Sr(a) Barbara Menezes dos Santos,

Em atenção ao solicitado, foi informado o número (61) 3216-7500 / 3216-7501do Centro de Formação, Treinamento e Aperfeiçoamento da Câmara dos Deputados para mais informações a respeito do programa.
Para mais informações sobre este assunto, acesse o endereço: http://escolavirtualdecidadania.camara.leg.br/site/850/missao-pedagogica-no-parlamento/
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000056;Câmara dos Deputados;"

Solicito informações sobre as inscrições do programa Missão Pedagógica no Parlamento.





";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000056;Câmara dos Deputados;"Sr(a) Zilma Aparecida Martins de Sousa Costa,



Em atenção ao solicitado, informamos que as inscrições para o programa Missão Pedagógica no Parlamentoforam encerradas no dia 22/02/2017 e informado o contato do Centro de Formação, Treinamento e Aperfeiçoamento- Ceforpara obter mais informações.

Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/a-camara/estruturaadm/cefor

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000085;Câmara dos Deputados;"Bom dia!
Recebi hoje (24.02) um e-amil convite para me inscrever para participar da Missão Pedagógica no Parlamento, fiquei muito interessada em participar no entanto a inscrição foi até o dia 23.02..
Foi ampliado o prazo de inscrição?
Att,

Michelly Dominiq";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000085;Câmara dos Deputados;"Prezado Senhor,
Agradecemos por sua participação e interesse.
As inscrições para o Missão Pedagógica 2017 foram encerradas no dia 22/02.
Informamos que no processo de divulgação desta iniciativa, a Câmara dos Deputados conta com vários parceiros, incluindo as Secretarias Estaduais de Educação. Percebemos que a divulgação que você recebeu, infelizmente, foi repassada fora do prazo e não será possível realizar prorrogação do período das inscrições.

Salientamos que informações sobre este programa e demais ações desenvolvidas pela Câmara dos Deputados podem ser acompanhadas pelo http://www2.camara.leg.br/nas opções “Responsabilidade Social” e “Participe”. Além disso, informamos que o “Missão Pedagógica no Parlamento” possui perfil próprio, onde poderá segui-lo no Facebook - facebook.com/missaopedagogica- e manter-se sempre informado.

Colocamo-nos sempre à disposição e agradecemos, novamente, o seu contato.
Coordenação de Participação PopularSecretaria de Comunicação Social - Câmara dos Deputados

";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000096;Câmara dos Deputados;"
Solicito saber se existe algum curso na área de educação disponível.


";Pedido;2017-02-24;;Câmara dos Deputados;Parcialmente Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000096;Câmara dos Deputados;"Sr(a) Claudenilde Santos da Silva,

Em atenção ao solicitado, foi informado passo a passo como localizar no portal da Câmara os programas oferecidos pela instituição.
Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/responsabilidade-social/edulegislativa
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Parcialmente Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000101;Câmara dos Deputados;"
Solicito informações sobre a missão pedagógica no parlamento, tendo em vista que o e-mail enviado chegou com atraso e já havia passado o prazo de inscrição. Como devo proceder?


";Pedido;2017-02-24;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000101;Câmara dos Deputados;"Boa tarde, Sra. Adarlene.

Nos desculpamos pelo ocorrido, mas não será possível a realização de inscrições fora do prazo, pois o mesmo já havia sido prorrogado até o dia 22/2.

Informamos que no processo de divulgação desta iniciativa, a Câmara dos Deputados conta com vários parceiros, incluindo as Secretarias Estaduais de Educação. Percebemos que a divulgação que a senhora recebeu, infelizmente, foi repassada fora do prazo e não será possível atender a sua solicitação nessa edição.

Agradecemos o seu contato e interesse em participar. O seu e-mail ficará registrado para que receba com antecedência a divulgação das próximas edições do programa, que ocorre anualmente.

Salientamos que informações sobre este programa e demais ações desenvolvidas pela Câmara dos Deputados podem ser acompanhados pelo http://www2.camara.leg.br/nas opções “Responsabilidade Social” e “Participe”. Além disso, informamos que o “Missão Pedagógica no Parlamento” possui perfil próprio, onde poderá segui-lo no Facebook (facebook.com/missaopedagogica) e manter-se sempre informado.

Outras ações educativas estão disponíveis na Escola Virtual de Cidadania. Acesse www.camara.leg.br/evc.

Agradecemos pela sua compreensão,
Coordenação de Participação Popular.



";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000148;Câmara dos Deputados;"
Solicito informações sobre o custeio do Programa Missão Pedagógica e como posso acompanhar as informações sobre o mesmo.


";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000148;Câmara dos Deputados;"Sr(a) Carlos Eduardo Rogério,

Em atenção ao solicitado, informamos que o Programa Missão Pedagógica, poderá ser acompanhado minuciosamente por meio do Portal da Câmara dos Deputados, conforme instruído em atendimento.
Para mais informações sobre este assunto, acesse o endereço: http://escolavirtualdecidadania.camara.leg.br/site/850/missao-pedagogica-no-parlamento/
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000161;Câmara dos Deputados;"
Gostaria de saber se ainda posso fazer a inscrição no Programa Missão Pedagógica no Parlamento , já que só recebi o e-mail para efetuar a inscrição hoje dia 24/02/2017.


";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000161;Câmara dos Deputados;"Sr(a) Monique Fernandes Varoto,

Em atenção ao solicitado, informamos que o prazo de inscrição no Programa Missão Pedagógica no Parlamento foram encerradas dia 22/02/2017.
Para mais informações sobre este assunto, acesse o endereço: http://escolavirtualdecidadania.camara.leg.br/site/850/missao-pedagogica-no-parlamento/
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000174;Câmara dos Deputados;"
Solicito informação se quarta-feira dia 01/03/2017, a Câmara dos Deputados funcionará normalmente.


";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000174;Câmara dos Deputados;"Sr(a) Ana Glaucia Pereira Ribeiro,

Em atenção ao solicitado, informamos que a Câmara dos Deputados voltará ao funcionamento normal dia 01/03/2017 a partir do meio dia.
Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000201;Câmara dos Deputados;"

Solicito informação sobre a tramitação da PEC 287/2016.





";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000201;Câmara dos Deputados;"Sr(a) Rosieldo Alves da Silva,



Conforme solicitado, informamos que a proposição PEC 287/2016, encontra-se Aguardando Parecer do Relator na Comissão Especial.A última tramitação ocorreu dia 23/02/2017 onde na Comissão Especial foi destinada a proferir parecer à Proposta de Emenda à Constituição.

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2119881, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000217;Câmara dos Deputados;"
Gostaria de saber se há algum problema no site do Portal da Câmara, pois estou tentando fazer uma pesquisa e está dando erro.


";Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170224-000217;Câmara dos Deputados;"Sr(a) Anthony Charles de Novaes da Silva,

Em atenção ao solicitado, informamos que o Portal da Câmara está funcionando normalmente.
Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-02-24;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170226-000011;Câmara dos Deputados;"Boa noite. 
Gostaria de informar que recebi um email sobre Missão Pedagógica no Parlamento, ocorre que recebi o email dia 24/02 e as inscrições terminaram dia 22/02. As inscrições serão prorrogadas? 
Desde já agradeço.";Pedido;2017-02-26;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170226-000011;Câmara dos Deputados;"Prezada Senhora,

As inscrições para o Missão Pedagógica 2017 foram encerradas no dia 22/02. Infelizmente não haverá prorrogação das inscrições.

Informamos que no processo de divulgação desta iniciativa, a Câmara dos Deputados conta com vários parceiros, incluindo diversos órgãos de educação, que encaminham as informações sobre o programa às escolas e aos professores. Percebemos que houve um erro no repasse desta mensagem que você recebeu, que foi enviada fora do prazo.

Agradecemos o seu contato e interesse em participar. O seu e-mail ficará registrado para que receba com antecedência a divulgação das próximas edições do programa, que ocorre anualmente.

Convidamos você a conhecer as outras ações educativas da Escola Virtual de Cidadania. Acesse www.camara.leg.br/evc

Colocamo-nos sempre à disposição e agradecemos, novamente, o seu contato.

Coordenação de Participação Popular
Secretaria de Comunicação Social - Câmara dos Deputados

";Resposta do Pedido;2017-03-01;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170227-000002;Câmara dos Deputados;"Bom dia!

Desejo receber o Livro de Legislação Atualizada!



Atenciosamente,

Ionaria de Almeida Antunes

[INFORMAÇÃO PESSOAL RETIRADA]

";Pedido;2017-02-27;;Câmara dos Deputados;Parcialmente Atendido;Finalizado;;;Legislativo;Federal;;
;170227-000002;Câmara dos Deputados;"boa tarde! Eu sei que posso acessar de maneira digital,porém sou educadora e em sala de aula não obtenho acesso para passar aos meus alunos e desejo ter o livro para atuar com meus educandos da melhor maneira,se for possivel me enviem a edição atualizada!



No aguardo,

Att,

Ionária de Almeida Antunes

[INFORMAÇÃO PESSOAL RETIRADA]

";Pedido;2017-02-27;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170227-000002;Câmara dos Deputados;"Senhor(a) Ionaria de Almeida Antunes,



A Câmara dos Deputados agradece seu contato.



Em atenção ao solicitado, informamos que é possível baixara Legislaçãogratuitamente e diversos títulos em suporte digital (PDF, MOBI, EPUB) inclusive audiolivros, a partir da Livraria da Câmara e do acervo da Biblioteca Digital.



Acesse e consulte as publicações da Livraria da Câmara no endereço:

http://livraria.camara.leg.br/



Acesse e consulte as publicações disponíveis na Biblioteca Digital no endereço:

http://bd.camara.leg.br/bd/

Continuamos à disposição.



Atenciosamente,



Câmara dos Deputados





";Resposta do Pedido;2017-03-02;;Câmara dos Deputados;Parcialmente Atendido;Finalizado;;;Legislativo;Federal;;
;170227-000002;Câmara dos Deputados;"Senhora Ionaria de Almeida Antunes,



A Câmara dos Deputados agradece seu contato.



Em atenção ao solicitado, informamos que é possível baixar a Legislação gratuitamente e diversos títulos em suporte digital (PDF, MOBI, EPUB) inclusive audiolivros, a partir da Livraria da Câmara e do acervo da Biblioteca Digital.



Acesse e consulte as publicações da Livraria da Câmara no endereço:

http://livraria.camara.leg.br/



Acesse e consulte as publicações disponíveis na Biblioteca Digital no endereço:

http://bd.camara.leg.br/bd/



Continuamos à disposição.



Atenciosamente,



Câmara dos Deputados







";Recurso - 1º Instância;2017-03-02;;Câmara dos Deputados;Parcialmente Atendido;Finalizado;;;Legislativo;Federal;;
;170227-000002;Câmara dos Deputados;"Senhora Ionaria de Almeida Antunes,



Dando continuidade ao atendimento prestado, esclarecemos que o fornecimento de publicações das Edições Câmara para pessoa física foi interrompido.



Informamos que pedidos institucionais por publicações das Edições Câmara estão sendo atendidos dentro do possível. Para tanto, é necessário enviar ofício digital, remetido por e-mail institucional, para editora@camara.leg.brsolicitando o(s) livro(s) e justificando seu uso. Escreva no corpo do e-mail o endereço completo com CEP para envio sem custo, se houver estoque da publicação.



Vale informar que as publicações da Câmara na versão impressa, quando disponíveis, poderão ser adquiridas por meio da Livraria da Câmara pagando-se apenas o custo de impressão.



Consulte as publicações da Livraria da Câmara no endereço: http://livraria.camara.leg.br/



Lembramos que as leis podem ser alteradas constantemente. A versão mais atualizada dos textos constitucionais e legais estão disponíveis para consulta na opção Legislação de nosso Portal: http://www2.camara.leg.br/atividade-legislativa/legislacao



Atenciosamente,



Câmara dos Deputados





";Resposta do Recurso - 1º Instância;2017-03-07;;Câmara dos Deputados;Parcialmente Atendido;Finalizado;;;Legislativo;Federal;;
;170301-000005;Câmara dos Deputados;"Bom dia!
Gostaria de obter informações de como proceder, pois gostaria de participar programa Missão Pedagógica no Parlamento, mas só recebi o email no dia 24/02 e as inscrições se encerraram no dia 22/2.";Pedido;2017-03-01;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170301-000005;Câmara dos Deputados;"Boa tarde, Sr. Leopoldo.

As inscrições para o Missão Pedagógica 2017 foram encerradas no dia 22/02. Infelizmente, não haverá prorrogação das inscrições.

Informamos que no processo de divulgação desta iniciativa, a Câmara dos Deputados conta com vários parceiros, incluindo diversos órgãos de educação, que encaminham as informações sobre o programa às escolas e aos professores. Percebemos que houve um erro no repasse desta mensagem que você recebeu, que foi enviada fora do prazo.

Agradecemos o seu contato e interesse em participar. O seu e-mail ficará registrado para que receba com antecedência a divulgação das próximas edições do programa, que ocorre anualmente.

Convidamos você a conhecer as outras ações educativas da Escola Virtual de Cidadania. Acesse www.camara.leg.br/evc.

Colocamo-nos sempre à disposição e agradecemos, novamente, o seu contato.

Coordenação de Participação Popular.
Secretaria de Comunicação Social - Câmara dos Deputados.

";Resposta do Pedido;2017-03-01;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170301-000067;Câmara dos Deputados;"

Gostaria de saber o telefone do gabinete do Deputado Alex Manente (PPS-SP).





";Pedido;2017-03-01;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170301-000067;Câmara dos Deputados;"Sr(a) Cícero Mariano de Souza,

Em atenção ao solicitado, informamos que o contato do gabinete do deputado solicitado é (61) 3215-5245 .
Para mais informações sobre este parlamentar, acesse o endereço: http://www.camara.leg.br/Internet/Deputado/dep_Detalhe.asp?id=178972&amp;btnPesquisar.x=18&amp;btnPesquisar.y=10&amp;btnPesquisar=OK
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados


";Resposta do Pedido;2017-03-01;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170301-000068;Câmara dos Deputados;"
solicito informações sobre o PL 4282/2012


";Pedido;2017-03-01;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170301-000068;Câmara dos Deputados;"Sr(a) Nair Romero de Oliveira,

Conforme solicitado, informamos que a proposição PL
4282/2012encontra-se aguardando Designação de Relator na Comissão de Finanças e Tributação (CFT) Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereçohttp://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=552741aonde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados


";Resposta do Pedido;2017-03-01;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170301-000130;Câmara dos Deputados;"

Solicito saber em qual posição encontra-se o Deputado JHC na mesa diretora.





";Pedido;2017-03-01;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
